Age,Gender,Occupation,ScreenTime,SocialMedia,Gaming,Streaming,WorkEducation,Unlocks,AppSwitching,Notifications,LateNightUsage,SleepHours,MoodScore,PhysicalActivity,HeartRate,AddictionLevel
47,Other,Professional,16.8,4.7,3.1,2.5,6.0,41,10,308,2.7,4.2,4,0.5,78,High
26,Male,Self-employed,17.4,5.5,2.5,2.7,4.6,72,5,157,2.8,7.0,3,0.5,77,High
39,Other,Student,10.8,1.7,2.8,1.3,4.1,40,15,113,3.6,6.9,7,2.1,81,Moderate
63,Other,Professional,14.6,5.6,2.5,3.3,2.6,182,20,265,1.8,6.4,7,1.4,73,High
60,Male,Student,14.1,1.8,1.2,4.1,5.6,176,30,139,2.0,4.7,7,2.6,84,High
56,Female,Unemployed,13.4,3.4,1.4,4.3,3.4,104,43,502,0.3,8.7,6,1.4,79,Moderate
29,Female,Student,13.6,2.4,2.3,0.6,7.2,72,53,595,0.7,7.5,3,0.1,77,Moderate
13,Female,Professional,13.6,1.1,2.9,3.7,4.8,81,22,294,1.0,4.5,7,1.9,80,High
24,Male,Professional,8.5,0.8,1.6,0.9,4.3,205,40,485,3.7,6.9,10,0.8,86,High
56,Female,Self-employed,16.3,2.5,0.6,4.9,6.4,80,41,559,2.6,4.2,7,3.0,84,High
26,Female,Professional,10.0,0.8,1.8,2.7,3.9,182,30,230,3.6,6.0,10,0.0,78,High
31,Male,Unemployed,12.5,1.1,3.9,4.0,2.2,106,37,489,1.2,8.0,2,0.6,82,High
40,Female,Student,7.5,1.3,0.9,3.3,1.2,187,5,66,1.3,6.7,7,1.9,73,Low
53,Female,Self-employed,14.0,0.5,2.6,4.8,4.5,234,31,530,2.0,4.5,4,0.5,79,High
40,Female,Self-employed,14.4,1.3,3.9,4.9,3.4,101,41,285,2.6,8.2,2,2.1,78,High
14,Male,Professional,11.5,3.7,1.5,1.8,3.2,78,26,285,0.6,4.4,10,1.5,80,High
30,Male,Unemployed,15.8,5.0,3.6,2.7,2.8,106,23,404,0.7,6.4,2,0.4,88,High
14,Female,Self-employed,14.1,1.6,3.5,2.8,5.4,20,17,63,3.2,6.6,7,1.2,88,High
25,Female,Unemployed,9.5,0.9,1.4,1.3,4.2,191,41,575,3.5,7.9,9,1.7,85,High
51,Male,Unemployed,14.4,4.5,0.4,4.6,4.3,77,54,407,0.0,8.9,2,1.7,83,Moderate
15,Female,Student,6.5,0.5,0.7,2.1,2.5,231,7,422,2.8,6.0,9,1.5,74,Moderate
63,Male,Student,12.9,4.5,1.5,0.9,4.9,201,31,276,1.4,7.2,3,2.2,72,High
22,Female,Student,10.6,1.2,3.8,1.2,3.2,227,39,593,1.4,6.6,6,1.1,80,High
42,Male,Unemployed,13.1,1.8,1.1,2.8,6.2,156,13,563,2.2,4.4,3,1.9,81,High
54,Other,Student,14.1,1.2,3.7,4.5,4.2,44,24,451,3.0,8.0,10,0.6,90,Moderate
43,Other,Self-employed,8.9,1.9,0.7,3.3,2.3,185,30,160,3.7,6.6,4,2.9,86,High
38,Male,Self-employed,11.9,4.9,3.9,1.5,1.2,172,50,299,0.0,7.0,3,0.7,83,High
41,Other,Professional,11.8,1.2,1.2,1.8,5.6,249,39,193,1.1,5.7,9,2.6,79,High
54,Female,Unemployed,17.3,6.0,2.5,4.9,3.0,26,25,395,1.6,8.6,7,0.5,88,High
13,Male,Student,5.4,2.3,0.3,0.7,0.5,193,36,310,0.3,7.4,10,2.9,71,Low
60,Male,Self-employed,20.5,5.6,1.2,5.0,7.3,99,26,193,0.1,5.8,1,3.0,78,High
20,Female,Unemployed,11.6,1.5,0.8,4.6,3.1,137,18,157,4.0,6.5,6,0.8,77,High
39,Female,Unemployed,12.9,1.5,0.0,3.6,6.0,54,33,385,2.6,5.5,4,0.6,78,Moderate
42,Male,Student,13.5,3.6,0.6,4.7,3.7,114,35,572,1.1,7.2,8,2.2,74,Moderate
45,Female,Unemployed,12.6,0.8,2.4,1.2,7.1,208,21,569,1.5,8.0,6,2.0,82,High
26,Male,Student,12.4,4.9,1.6,4.7,0.2,20,27,500,2.8,5.7,6,2.1,86,High
59,Female,Student,10.0,2.9,2.9,1.5,2.1,167,40,365,0.6,8.1,9,0.3,72,Moderate
36,Male,Student,14.9,4.3,2.7,3.0,4.4,205,29,257,1.7,8.6,6,1.7,78,High
47,Female,Unemployed,11.6,1.5,3.2,2.7,2.6,238,22,568,3.5,6.0,4,2.0,84,High
19,Female,Unemployed,16.9,4.0,3.5,2.8,5.9,212,20,80,1.1,5.2,9,1.0,82,High
20,Other,Student,14.8,3.8,3.3,1.7,5.5,56,6,282,0.7,8.7,4,2.1,86,High
48,Other,Unemployed,11.8,4.7,1.8,4.0,0.2,171,30,114,3.5,4.3,3,1.2,75,High
59,Other,Student,13.0,2.1,1.2,3.8,4.8,132,38,110,3.8,6.4,3,1.0,79,High
56,Female,Professional,19.7,5.6,2.0,4.8,6.7,152,16,143,3.5,7.9,1,2.4,82,High
50,Male,Unemployed,13.8,5.8,2.1,2.8,2.5,158,52,189,3.7,4.2,8,0.6,77,High
43,Female,Unemployed,12.5,5.3,1.3,3.0,1.1,139,14,507,1.6,7.2,4,0.0,84,High
63,Other,Professional,18.2,3.6,2.2,4.6,5.9,182,33,232,1.9,8.2,5,2.3,88,High
28,Female,Professional,16.3,2.8,0.4,4.6,7.2,48,6,348,2.5,5.5,2,2.7,87,High
46,Other,Professional,12.2,0.8,0.9,3.4,5.3,137,20,169,0.2,5.6,6,1.2,78,Moderate
48,Other,Student,21.4,5.7,3.0,4.2,6.8,170,40,546,2.7,4.2,10,1.2,96,High
30,Male,Student,18.6,5.7,0.7,2.8,8.0,221,46,530,2.2,6.8,1,2.9,92,High
55,Male,Self-employed,9.0,0.6,0.6,2.2,4.0,241,53,400,3.7,4.3,9,0.6,82,High
40,Other,Professional,17.4,2.5,1.1,4.4,7.5,242,40,272,2.2,4.0,7,2.3,77,High
18,Other,Self-employed,14.9,5.3,1.5,4.0,2.8,171,26,310,4.0,4.6,10,0.2,85,High
39,Female,Student,11.1,0.9,1.3,1.6,6.0,97,10,368,3.9,6.2,1,2.9,81,Moderate
20,Other,Unemployed,11.5,1.6,1.5,0.7,7.2,134,39,579,1.6,7.7,6,2.2,74,Moderate
39,Female,Professional,15.0,5.9,0.6,3.0,4.2,144,45,181,0.1,7.4,1,0.4,72,High
17,Other,Unemployed,16.8,5.2,0.7,4.3,5.0,94,41,102,3.2,5.6,10,2.1,86,High
40,Male,Student,17.5,5.5,0.9,1.6,7.8,84,35,289,3.4,5.6,8,2.6,85,High
28,Male,Professional,10.3,1.3,1.6,4.0,2.0,191,45,77,2.2,7.3,8,0.4,75,Moderate
27,Other,Self-employed,8.8,1.7,1.3,2.4,2.8,173,49,288,2.9,7.5,9,2.4,84,Moderate
34,Female,Self-employed,17.1,3.8,3.2,2.0,6.2,203,6,126,1.9,7.6,6,2.9,81,High
42,Female,Student,10.5,3.3,2.1,1.3,2.7,39,39,212,2.5,4.8,10,2.8,82,Moderate
14,Female,Unemployed,14.5,2.1,2.3,4.7,4.0,85,32,466,2.0,4.3,7,1.2,77,High
32,Other,Student,10.6,5.4,2.2,1.5,0.4,52,11,277,1.9,6.5,8,2.0,79,High
37,Other,Unemployed,14.4,5.5,1.6,1.8,4.5,194,25,186,3.3,6.0,10,1.2,82,High
47,Male,Student,14.3,2.1,3.9,2.0,5.0,64,48,587,0.7,8.6,10,0.3,84,Moderate
53,Male,Self-employed,5.2,1.4,0.1,1.8,0.7,192,29,50,1.7,4.0,6,0.8,70,Low
48,Other,Unemployed,6.4,1.3,0.9,1.2,2.0,228,22,202,2.7,8.0,3,1.4,75,Moderate
64,Male,Student,11.6,3.2,1.1,2.1,3.5,217,45,137,3.9,9.0,6,2.0,89,High
33,Female,Professional,14.2,1.2,3.5,2.6,6.2,31,49,125,2.3,8.3,5,0.7,80,Moderate
53,Female,Self-employed,10.6,3.1,3.7,3.0,0.2,226,47,285,2.2,8.1,2,2.0,73,High
23,Other,Self-employed,10.9,3.0,3.4,1.2,2.7,75,17,300,2.0,4.1,8,3.0,84,High
53,Female,Professional,12.4,5.4,1.7,4.0,0.0,86,12,448,0.2,8.3,7,1.5,79,Moderate
24,Other,Student,13.0,2.1,3.7,1.9,4.2,169,57,142,2.6,6.9,10,2.2,77,High
22,Female,Unemployed,13.8,3.6,0.4,4.6,4.0,185,51,371,3.9,7.3,7,2.4,80,High
27,Other,Self-employed,16.6,4.6,2.6,2.0,6.0,104,18,576,2.9,6.0,10,0.7,84,High
19,Female,Student,12.9,3.8,3.7,4.4,0.0,246,21,203,1.3,8.7,2,0.2,81,High
51,Female,Professional,17.7,5.7,3.0,2.1,6.1,127,17,467,2.6,6.6,7,1.8,84,High
51,Male,Unemployed,15.8,3.8,1.1,2.8,7.1,62,15,569,2.0,7.1,8,1.4,87,High
56,Male,Student,15.0,5.5,2.9,2.2,2.5,110,14,114,2.7,5.0,1,2.5,87,High
13,Male,Student,9.9,1.8,1.2,2.2,2.7,153,21,305,4.0,6.8,8,1.8,81,High
41,Male,Self-employed,9.3,3.6,0.4,3.3,0.0,158,33,192,2.4,5.1,8,1.6,73,Moderate
41,Male,Self-employed,13.9,3.5,2.9,3.6,3.4,36,48,245,0.1,4.6,7,0.8,71,Moderate
23,Male,Unemployed,16.6,5.9,0.7,4.4,4.9,247,59,500,1.0,6.6,1,1.9,84,High
21,Other,Student,6.7,1.6,0.4,3.1,1.0,242,6,179,1.7,8.2,10,0.3,75,Moderate
55,Other,Professional,11.9,1.3,2.2,1.5,5.3,126,5,452,0.3,8.4,3,1.2,80,Moderate
22,Male,Professional,16.2,3.9,2.5,5.0,2.9,160,51,351,1.9,8.7,2,2.9,86,High
26,Other,Unemployed,12.2,1.7,0.2,3.6,5.4,195,31,410,1.8,8.7,4,0.2,80,Moderate
27,Male,Student,9.8,4.0,0.0,2.2,2.0,240,23,388,3.5,8.8,5,2.9,75,High
28,Other,Self-employed,21.5,5.8,3.5,4.9,6.2,185,22,298,1.2,7.6,6,1.5,77,High
37,Female,Student,17.0,5.7,0.5,4.8,4.4,103,39,133,1.6,4.6,10,2.6,85,High
13,Other,Self-employed,10.7,1.8,2.3,0.9,4.3,57,13,297,0.9,7.1,7,2.0,71,Moderate
61,Other,Professional,11.5,1.4,3.8,0.6,3.9,68,29,235,3.2,7.0,4,0.2,86,Moderate
23,Other,Unemployed,14.3,3.6,2.0,0.7,6.7,118,26,470,3.2,4.5,9,2.5,80,High
62,Female,Unemployed,13.1,3.7,0.6,3.6,4.4,84,17,519,3.8,7.5,9,2.3,86,Moderate
37,Male,Unemployed,11.9,4.1,1.6,3.7,1.3,127,47,253,3.3,6.1,5,2.6,83,High
34,Other,Self-employed,16.8,4.6,2.5,3.8,5.0,69,33,189,3.2,4.4,10,1.9,83,High
29,Other,Professional,15.8,3.8,3.1,3.3,4.1,32,55,528,0.9,8.7,7,1.1,89,High
43,Female,Professional,6.6,1.1,2.4,1.8,0.6,110,26,166,2.7,5.0,7,2.8,84,Moderate
60,Male,Unemployed,11.9,4.8,0.1,1.3,4.6,150,20,405,0.2,4.6,8,2.9,84,High
49,Other,Unemployed,7.3,0.9,0.6,4.7,0.6,231,23,203,0.1,5.0,2,2.2,79,Moderate
58,Female,Self-employed,14.2,0.6,1.5,4.6,5.8,47,12,269,1.2,7.8,8,0.5,87,Low
14,Male,Self-employed,15.5,4.7,2.8,1.6,5.2,89,16,50,3.5,7.9,5,0.8,83,High
49,Male,Student,12.7,3.5,2.3,1.3,3.9,193,57,187,1.1,4.4,1,2.3,72,High
14,Other,Self-employed,13.3,4.3,0.2,2.2,6.0,65,6,264,3.7,6.6,7,0.6,87,High
41,Other,Student,9.5,2.6,3.2,0.7,2.2,156,9,468,0.9,7.5,10,0.8,82,High
12,Other,Unemployed,9.6,0.6,2.4,1.2,3.6,209,18,430,0.2,7.4,3,0.2,81,High
41,Other,Professional,9.6,2.3,3.5,2.2,0.1,64,20,563,2.4,7.4,8,1.8,83,Moderate
56,Female,Self-employed,15.5,3.8,1.7,1.6,7.9,180,55,453,3.3,6.1,1,1.2,93,High
43,Female,Professional,9.8,1.7,2.0,3.8,0.5,23,38,218,2.3,6.0,10,0.7,77,Low
39,Other,Self-employed,13.3,4.3,1.6,4.6,0.8,160,46,78,2.0,8.6,2,1.6,72,High
32,Male,Self-employed,17.8,4.9,2.9,4.6,4.0,71,14,89,1.8,8.8,1,1.6,84,High
57,Other,Student,13.8,3.0,3.0,3.2,3.0,185,12,177,2.9,4.9,5,0.6,83,High
24,Male,Self-employed,16.8,5.3,2.9,3.7,4.3,84,48,484,3.9,9.0,8,0.1,95,High
38,Male,Unemployed,17.4,5.2,1.2,2.7,6.7,65,29,373,1.3,4.7,10,2.6,77,High
47,Male,Professional,11.0,5.3,2.5,1.2,1.3,236,55,299,1.4,7.9,6,0.5,75,High
18,Female,Self-employed,15.8,4.1,1.4,3.4,5.1,148,31,345,0.3,4.5,4,2.5,78,High
33,Male,Professional,9.0,2.2,3.3,2.1,0.1,179,14,278,0.7,7.1,8,1.4,76,High
21,Male,Professional,10.9,3.1,0.2,0.5,6.3,125,40,198,2.1,6.8,10,1.9,76,Moderate
50,Female,Professional,14.8,4.4,0.2,3.1,6.5,196,43,512,1.3,9.0,6,1.3,88,High
64,Male,Self-employed,7.7,1.7,0.4,1.4,3.0,38,11,338,3.3,6.6,10,2.1,82,Low
26,Male,Student,11.8,4.6,0.8,4.5,1.4,100,19,290,2.5,7.2,6,0.8,77,High
26,Other,Professional,16.8,3.5,0.2,4.7,6.5,199,54,253,2.9,7.6,5,0.7,85,High
15,Male,Professional,10.6,1.0,0.3,1.2,7.3,186,17,245,1.8,7.6,8,1.3,85,Moderate
43,Male,Self-employed,7.2,3.6,1.2,0.6,0.6,209,37,515,0.4,7.2,4,1.4,75,Moderate
34,Male,Self-employed,7.8,0.9,0.4,0.5,4.6,60,39,511,2.2,7.9,3,0.6,81,Low
17,Male,Unemployed,17.4,0.6,3.2,4.6,7.5,95,6,467,1.0,7.7,5,2.6,80,High
35,Male,Unemployed,13.3,5.4,0.2,1.2,5.1,167,44,264,2.1,5.8,9,1.0,87,High
31,Female,Student,16.6,3.2,3.6,2.5,6.6,41,15,532,0.4,4.6,7,2.6,86,High
48,Male,Student,10.8,3.5,3.5,0.8,1.8,178,25,246,3.1,8.5,6,1.3,74,High
31,Male,Student,6.9,2.0,0.8,2.2,0.8,117,18,267,1.6,4.0,6,1.1,77,Moderate
23,Female,Student,11.4,3.5,0.3,4.0,3.0,106,29,187,2.7,5.0,5,2.5,74,High
44,Female,Professional,8.4,1.4,0.4,2.3,3.2,127,27,529,2.0,6.8,9,0.7,79,Low
39,Male,Self-employed,18.5,4.6,2.2,4.0,6.3,75,48,393,1.9,7.9,8,0.2,84,High
19,Male,Unemployed,14.9,5.0,2.4,3.6,3.3,38,5,341,1.5,5.1,2,0.7,80,High
12,Male,Professional,11.9,5.2,1.3,2.8,1.9,132,10,385,1.9,7.2,10,0.1,84,High
48,Other,Self-employed,13.8,1.1,1.2,3.8,7.1,85,40,571,2.5,5.9,9,1.3,88,Moderate
33,Other,Self-employed,16.9,3.6,2.1,4.5,6.3,85,53,403,0.9,4.0,5,2.0,83,High
17,Male,Professional,17.5,4.9,1.2,4.1,5.3,57,22,427,2.9,7.6,1,1.1,84,High
32,Female,Professional,12.0,1.2,3.7,3.6,1.7,58,53,447,1.9,7.1,8,2.9,89,Moderate
43,Male,Unemployed,8.7,1.0,1.5,3.7,1.6,248,46,246,2.5,4.3,7,0.2,77,High
46,Female,Student,12.4,5.0,0.9,1.2,3.9,223,41,579,1.9,8.3,1,0.5,75,High
26,Female,Student,16.2,4.9,0.6,4.8,4.2,47,9,487,0.7,4.9,4,0.9,89,High
16,Female,Unemployed,10.0,3.0,2.5,1.4,2.0,30,56,313,1.3,8.0,8,0.7,74,Low
57,Male,Unemployed,7.1,1.1,1.3,2.1,1.0,132,5,400,1.4,6.0,8,0.7,75,Low
61,Male,Student,11.6,3.3,0.8,2.8,2.9,112,34,387,1.6,5.1,6,0.5,73,Moderate
59,Female,Professional,9.5,2.7,1.1,1.1,3.4,40,5,190,1.3,6.9,5,1.6,71,Low
17,Other,Student,10.0,3.4,1.2,3.2,0.4,176,52,278,2.7,6.3,8,2.2,80,High
36,Other,Self-employed,12.1,2.9,2.5,1.3,4.5,112,18,188,4.0,8.5,9,1.5,75,High
57,Other,Self-employed,10.8,3.6,0.7,4.7,0.0,61,32,308,2.8,7.2,6,1.7,80,Low
51,Female,Unemployed,14.8,4.5,2.9,4.5,1.2,159,35,279,3.8,8.1,6,1.0,92,High
40,Male,Student,11.9,4.8,1.2,2.9,1.2,21,27,574,3.0,4.2,4,0.9,86,High
18,Female,Student,14.6,4.1,2.0,2.5,5.5,59,46,409,2.3,6.4,10,2.6,89,High
51,Other,Self-employed,10.6,1.6,2.6,1.0,3.9,121,35,128,2.8,5.6,10,1.6,73,Moderate
24,Male,Student,16.9,2.7,2.2,4.2,6.7,82,11,368,3.3,4.8,10,1.0,78,High
49,Female,Unemployed,9.3,0.9,2.6,2.2,2.1,180,24,504,3.3,8.9,4,2.3,84,Moderate
29,Female,Unemployed,8.2,3.0,1.3,1.6,1.7,128,24,547,0.5,7.4,2,1.5,82,Moderate
13,Other,Self-employed,21.9,5.8,3.9,5.0,6.4,193,35,434,2.5,5.5,3,0.2,86,High
19,Female,Student,14.0,4.0,1.8,3.5,3.6,29,13,108,0.6,6.2,10,0.9,84,High
22,Male,Student,7.2,1.4,1.3,0.8,2.2,158,15,126,2.9,6.6,4,2.9,84,Moderate
44,Other,Self-employed,11.9,2.0,1.2,4.1,3.3,35,10,303,0.0,4.1,2,1.6,80,Low
49,Other,Professional,8.8,0.9,0.2,3.9,3.4,27,47,106,2.6,7.9,8,2.5,72,Low
59,Male,Professional,12.1,1.5,2.7,2.3,4.6,66,50,112,0.2,8.0,7,0.7,75,Low
38,Other,Student,7.5,3.2,1.1,1.1,0.3,136,22,499,3.6,7.6,3,2.4,90,Moderate
31,Female,Unemployed,11.7,2.4,3.8,2.7,2.0,193,33,455,3.0,5.9,5,2.4,84,High
23,Female,Professional,11.0,1.6,0.8,3.9,3.7,23,5,57,3.7,4.5,5,0.8,84,Moderate
54,Other,Student,9.6,1.3,2.1,0.8,4.3,191,58,202,1.9,4.0,2,1.9,78,High
42,Male,Professional,10.5,4.1,2.9,1.2,1.3,111,48,509,0.0,6.2,6,1.0,84,High
38,Female,Self-employed,12.6,3.6,3.5,3.3,1.5,36,37,502,3.7,8.7,10,1.2,81,High
43,Male,Professional,15.6,5.1,0.6,3.0,5.8,101,7,76,1.1,6.3,5,2.3,77,High
21,Female,Professional,17.6,1.5,3.9,4.6,6.3,24,42,297,1.3,8.5,4,1.8,77,High
14,Female,Self-employed,15.1,5.2,3.6,4.2,0.6,91,49,220,2.2,7.0,7,0.5,77,High
56,Other,Unemployed,21.5,3.7,3.9,4.6,7.9,145,41,231,0.9,7.1,1,2.3,82,High
38,Other,Student,12.2,2.0,3.4,2.6,3.5,200,45,485,3.8,8.0,10,1.0,90,High
46,Male,Unemployed,15.7,2.0,3.5,4.0,4.7,24,20,379,0.5,5.4,8,2.7,79,Moderate
42,Other,Unemployed,11.5,2.6,2.4,0.7,4.7,54,42,324,1.3,6.6,2,0.8,86,Moderate
26,Female,Professional,12.7,3.0,3.4,1.8,2.8,42,39,143,3.8,4.5,7,2.7,90,High
27,Female,Student,11.9,1.0,2.1,3.4,4.4,169,30,255,4.0,8.8,2,0.8,81,High
24,Male,Professional,17.9,5.1,2.2,3.9,4.7,131,40,107,2.6,9.0,4,2.4,80,High
60,Male,Self-employed,14.0,1.2,2.3,3.1,6.1,136,25,81,3.1,6.9,10,0.8,87,High
46,Female,Unemployed,16.2,3.2,4.0,2.7,5.3,206,40,95,2.3,8.6,10,2.9,77,High
63,Other,Unemployed,9.4,2.6,0.4,1.5,3.6,85,23,238,1.9,8.2,5,2.7,78,Low
22,Other,Self-employed,10.1,3.3,3.2,1.3,1.5,183,13,581,1.4,6.6,10,0.5,84,High
32,Male,Student,12.6,5.4,1.1,4.4,0.2,86,31,508,0.9,7.1,7,1.8,84,High
62,Male,Unemployed,15.7,5.9,1.4,1.1,5.2,47,35,76,1.1,7.6,7,0.8,75,Moderate
22,Female,Unemployed,8.5,0.6,0.3,2.5,3.8,234,19,298,1.9,5.7,2,0.8,86,High
41,Female,Student,18.3,2.7,1.4,4.5,7.7,220,36,98,3.8,5.5,6,2.3,81,High
59,Male,Professional,11.6,5.0,4.0,1.2,0.8,230,33,578,3.5,8.1,9,0.2,87,High
64,Female,Self-employed,7.0,2.3,1.6,1.1,0.6,170,13,180,1.3,4.9,2,2.0,80,Moderate
46,Male,Student,13.3,4.1,2.7,3.6,1.5,160,48,231,3.8,5.2,4,1.6,82,High
33,Male,Self-employed,12.4,6.0,0.5,2.0,3.0,220,41,185,0.6,7.0,8,2.4,79,High
49,Other,Self-employed,12.6,4.1,3.7,2.5,1.4,88,21,475,2.2,6.0,7,0.2,86,High
42,Male,Unemployed,13.4,1.1,3.3,3.3,3.7,49,53,370,2.8,4.7,7,1.0,83,High
25,Female,Student,13.0,5.1,1.5,2.2,2.7,203,18,54,3.8,8.9,7,0.6,88,High
35,Other,Self-employed,21.0,5.8,1.4,4.1,8.0,79,43,420,0.9,6.4,2,1.9,80,High
61,Other,Professional,20.3,4.4,1.7,4.9,7.7,106,55,536,1.2,9.0,4,2.1,86,High
60,Female,Self-employed,13.4,2.8,1.6,4.7,2.9,116,44,182,0.5,6.3,1,0.0,79,Moderate
43,Female,Unemployed,16.6,5.7,1.0,3.0,6.3,168,58,83,1.3,7.9,1,1.8,85,High
47,Female,Professional,15.3,5.8,4.0,2.1,1.9,131,10,50,3.4,7.5,8,1.2,82,High
43,Male,Professional,12.8,5.6,3.2,2.5,0.5,96,42,59,1.7,5.6,9,2.4,79,High
26,Other,Student,7.3,2.8,1.1,2.0,0.3,61,36,569,4.0,4.4,7,1.8,91,Moderate
54,Male,Professional,13.3,4.8,3.9,2.5,0.2,124,10,142,1.6,4.8,3,1.6,78,High
46,Male,Student,12.6,4.1,0.1,0.6,5.9,67,55,483,2.9,4.2,1,2.2,87,High
14,Male,Student,8.3,1.5,1.8,0.7,2.7,124,58,366,1.6,7.3,7,2.0,84,Moderate
27,Male,Professional,17.1,3.4,2.3,4.0,6.6,223,55,598,1.0,4.3,3,1.7,76,High
16,Other,Student,14.7,4.6,0.2,2.0,7.0,169,57,262,0.7,5.5,5,1.3,83,High
32,Other,Student,13.3,5.4,0.6,4.1,2.4,215,36,80,0.7,4.6,3,2.2,68,High
21,Male,Professional,12.6,5.2,1.0,2.7,2.3,92,53,159,2.6,6.9,6,2.6,80,High
30,Female,Unemployed,12.7,1.4,2.9,4.1,2.5,114,38,201,0.3,7.5,1,1.0,68,Moderate
36,Other,Self-employed,15.9,3.2,3.8,3.5,3.8,69,38,410,2.6,6.2,5,2.8,86,High
15,Male,Student,8.5,3.1,2.5,1.4,0.1,210,16,390,1.7,8.8,1,2.6,86,High
40,Female,Student,12.2,5.4,2.3,2.5,0.1,195,13,550,2.7,5.3,6,1.4,81,High
30,Female,Professional,14.1,0.5,2.1,3.7,5.9,85,9,500,0.1,9.0,2,0.1,81,Low
54,Male,Self-employed,15.5,4.6,1.4,2.0,6.5,129,21,529,0.6,6.9,7,2.8,89,High
13,Other,Self-employed,11.5,3.9,3.3,1.4,1.6,202,32,239,3.5,8.3,8,1.4,86,High
21,Female,Student,16.4,5.6,2.2,2.9,4.8,55,54,100,4.0,4.6,4,1.6,90,High
54,Other,Professional,7.9,3.0,0.9,1.7,1.7,222,26,448,3.4,8.9,10,2.4,79,Moderate
36,Other,Unemployed,14.9,4.1,0.5,3.2,5.9,48,10,467,0.5,7.8,8,0.6,87,Moderate
31,Female,Self-employed,16.5,5.9,3.9,1.7,3.4,247,54,497,0.8,7.0,6,0.6,78,High
59,Male,Unemployed,17.3,4.6,0.1,4.6,6.6,117,36,125,0.7,4.0,7,2.3,85,High
30,Female,Professional,16.1,0.9,3.7,2.0,7.6,194,23,302,3.5,4.0,6,1.0,90,High
34,Female,Unemployed,12.9,1.4,0.9,4.6,4.4,140,56,390,3.3,4.8,9,1.9,86,High
35,Other,Professional,17.3,5.0,2.6,1.8,7.2,69,52,584,1.6,6.0,8,1.4,90,High
22,Male,Student,7.9,2.3,1.2,3.2,0.3,28,49,76,0.5,5.5,8,0.4,69,Low
57,Other,Unemployed,13.3,4.4,3.4,1.1,3.7,95,21,366,3.6,8.2,1,2.9,85,High
45,Female,Student,16.2,4.3,2.2,4.0,4.0,104,14,169,2.3,7.8,9,1.1,82,High
39,Male,Student,13.2,6.0,0.6,1.4,3.3,209,19,206,3.9,8.5,6,1.0,84,High
16,Male,Professional,11.9,3.1,1.1,4.4,2.5,24,54,343,1.1,5.9,10,2.8,73,Moderate
16,Male,Unemployed,15.8,4.6,1.3,2.5,5.8,26,43,121,0.1,7.9,9,0.6,84,High
62,Male,Self-employed,10.8,0.8,3.5,0.9,4.4,191,42,582,3.9,8.2,8,0.0,84,High
32,Male,Unemployed,9.9,3.0,3.1,2.1,0.7,56,52,363,1.4,9.0,10,1.1,79,Moderate
23,Female,Self-employed,18.4,1.5,3.3,4.0,7.6,144,25,195,1.8,7.9,5,2.4,75,High
61,Female,Student,14.3,5.1,0.2,0.8,7.1,22,44,93,0.3,8.3,6,0.1,75,Low
15,Female,Student,15.1,5.1,2.3,3.3,2.8,162,7,121,2.4,5.5,1,2.5,83,High
60,Other,Professional,12.1,1.8,4.0,2.8,2.0,102,34,229,1.0,7.3,10,0.7,76,Moderate
53,Male,Self-employed,14.0,2.3,3.1,1.9,5.0,132,19,393,2.7,7.3,2,2.1,85,High
31,Male,Unemployed,10.9,4.4,0.5,3.9,0.3,22,31,570,3.0,6.9,7,1.4,87,Moderate
49,Female,Professional,13.3,4.6,2.7,0.7,4.0,103,35,526,1.2,8.8,10,0.3,74,High
36,Male,Professional,16.6,4.1,3.0,2.7,5.4,98,20,94,1.8,6.1,3,1.4,83,High
25,Other,Professional,15.6,6.0,2.1,2.8,3.3,121,32,245,1.4,8.3,4,0.7,77,High
22,Male,Unemployed,15.0,5.3,0.3,0.9,7.8,222,49,354,3.9,4.3,9,0.9,82,High
43,Male,Professional,10.6,2.8,0.1,1.1,5.8,161,44,179,3.4,6.0,8,2.4,88,High
22,Other,Unemployed,17.5,2.3,3.8,2.3,7.5,23,41,253,1.7,4.4,8,2.6,79,High
29,Female,Professional,15.7,3.8,1.0,2.9,7.3,182,47,393,2.1,7.0,5,1.7,79,High
38,Female,Self-employed,9.8,5.0,1.5,0.7,1.1,155,13,364,3.9,7.0,3,2.6,81,High
29,Male,Student,12.7,3.1,3.2,0.6,5.3,232,13,74,1.1,5.7,5,2.1,81,High
34,Other,Self-employed,14.5,4.6,2.8,1.4,4.8,182,16,449,3.5,8.5,5,0.8,79,High
22,Female,Self-employed,9.1,0.6,3.9,2.7,0.4,87,32,498,3.8,4.8,7,2.6,92,High
32,Female,Professional,10.7,5.6,0.4,0.7,2.5,55,11,303,1.8,6.3,8,0.4,86,High
55,Female,Self-employed,17.1,4.8,2.8,3.8,4.3,97,39,465,1.0,7.0,3,1.3,87,High
16,Male,Self-employed,9.7,2.7,0.3,1.2,4.4,191,40,481,0.6,5.0,1,1.3,85,High
34,Other,Self-employed,14.0,2.6,0.0,4.0,6.5,83,51,281,0.3,8.1,8,1.6,85,Moderate
52,Male,Professional,9.1,1.1,0.5,1.4,4.7,214,42,548,0.7,6.3,2,2.2,75,Moderate
36,Female,Unemployed,14.0,5.0,2.5,2.1,3.7,39,5,169,1.3,6.6,7,0.4,74,High
